9881434,17984549
2043310,63439129
76603301,125418818
4587373,51363864
129561,14004106
60961,9490724
467294,104737
245432,3902676
17680888,12526493
47264268,33961674
220358,123822
10217,1254493
1326112,3705853
2440928,15955374
583075,62628408
5518,1556054
9141017,5363448
155238,7144772
16279759,11247099
352067,1353258
6933510,8684355
155238,29879298
73882557,111564362
22415594,32640567
105127,21154023
578543,453543
4616705,13050025
82475023,8209234
22235437,28441561
330628,87383155
11247099,38325136
1389609,8781041
15092,9766
81942,50201755
1556054,41201924
7548295,24027
24910512,104737
1326112,9265326
882976,24351052
6755973,23705418
6309070,1389609
1927579,6311119
49038,869950
83477269,104737
181628,16744101
1927579,3382565
2864371,123822
886074,10998835
7171,95203
81083461,73809814
58883403,39187513
1296369,1752513
9749173,213795
481677,43231640
1047914,7142025
12642,6344099
9584358,128885
29888641,69431456
15976103,18745870
9141017,82916197
31996,245435
98330,7935382
216319,6697851
4711805,15164633
8097890,71239005
499550,95934821
10137,6344099
2193314,3382565
11247099,50248166
170270,22380829
52120,104737
406118,1353258
156269,13595509
7258858,22803888
28145373,104737
2036040,189580
39187513,28616219
2289,5086433
9700541,37700562
39191,91933
1087128,104737
5751682,4178417
7396,66076021
10914751,104737
1148717,9900
5127634,6391776
96308,583546
5387,48936
47750602,24353044
1162160,40380293
3579909,90423308
71047,18581859
781659,12974685
6481596,45992437
3859395,70677534
416585,1294454
539708,6391776
6481596,38668796
449558,64026625
29597,4783372
76716,1055245
804994,104737
104888,104737
70274,87751
10676103,30778939
10676103,9093549
611784,101912712
605277,47760695
14838850,3382565
1162160,1141198
4587373,6391776
536803,6391776
22450188,7490180
248818,439401
54133,488391
87383155,16622558
12021443,104737
13969,298598
7000710,558752
29597,29775873
863730,108148678
1483922,6391776
167144,53915161
1651447,1506457
9700541,15246973
4290500,2005841
7673602,6391776
616428,21000200
3599813,194400
589034,781659
27786,194609
124075,519772
81942,52195
27786,96880612
119893,95203
730811,1577132
10579712,51212351
170270,4408379
22738317,64129
191335,13122796
5952481,16418197
1149035,71681815
583075,2222702
17089485,6990215
47216,11855322
45122329,13553903
8086956,83453843
488689,39187513
1839645,3837114
93717306,112257466
6685088,29775873
2864371,1881266
24302614,7809853
749025,1698337
81942,6705160
19409,19776877
3023000,22744597
54418,12974685
335567,5142394
5821159,32640567
96862049,96467030
529104,86598290
25310137,2226434
189835,7829205
1141198,40715044
128885,48727989
810438,6481596
20224954,39449589
23558090,8019099
85495047,114212778
6026418,213795
1884376,66585295
30869823,5998100
343847,1264099
66949816,108148678
97088,17034
3523016,22744597
1373887,63439129
7000710,3070389
1684605,8675043
46569814,43698041
99944,42154031
6825656,1224051
5142394,314716
1915288,104737
810438,6458278
4672033,45469
9389634,5363448
24353044,63439129
1408396,104737
689204,1294454
208434,58855
6626818,21288394
177011,125676
5195984,58055496
22450188,2096101
21240,63439129
863730,106059172
2173670,87714218
772,891875
20317838,45122329
949228,1254493
5037116,941794
1080370,26195
97088,44983869
4616906,16805946
11247099,51363864
9010698,2226434
3468483,15609339
15093472,61610729
53262430,87177577
5094756,1469319
81161435,80090789
4039449,31018228
39391,816968
194400,1294454
2306138,22270008
7041728,13050025
6270048,1328733
215946,26195
1128849,8222059
6311784,12021443
4310419,1778160
108653,23737287
24896311,6035284
1006268,1337046
25517624,13050025
624760,62628408
28991,104737
11247099,86162890
2871786,111616
466765,720328
11847994,316665
23423619,6825656
180032,2373856
559317,104737
18223385,26654315
882976,5438456
1881520,4175913
95136,1755071
52824,3165635
21956756,44733677
1381301,5545640
11667869,325724
22989529,51363864
52195,5601392
1326112,1157440
463230,108296651
41495,2226434
4616906,609873
1689750,1212885
217628,7502063
12301,13041216
980082,63439129
1927579,292349
1402241,1881266
51479381,115636461
21468434,77163248
664177,79099734
130929,104737
2212006,14984911
1617736,119700621
219043,71681815
3305402,237508
1693688,3972343
11986836,57086651
5636,378699
23558090,53316345
1402241,6374832
83447078,37905059
189798,1019628
949228,104737
1776403,58739961
3548,17788297
17125876,20847995
24299864,7142025
587016,36491
288976,2180215
4616705,3382565
44733677,67634026
589034,49330279
1309177,66076021
100738,6508
23558090,85648028
499550,209966
9141017,26413686
1504752,883887
1029152,276796
2043310,33045051
42113027,96219910
1701473,104737
210965,2244375
15092,6379424
439401,720328
7142025,3020995
23152057,25393315
80624252,44733677
2289,29775873
1755071,4711805
30802565,51332006
72159,39191
12834713,6344099
13122796,104737
176295,1940490
47313,71768
216080,15650457
12026239,14062932
18581488,63439129
2348618,6391776
379665,2892853
316835,1107223
483314,2005841
161571,29888641
31891223,12605721
3048342,1358764
39191,10286961
3618479,12058428
8125524,5100555
1361891,63439129
35585791,49330279
85749,24370807
11247099,6391776
71636191,74590290
10111,378699
29775873,10885578
79828097,47143494
28199074,135944792
66577,9700541
36894700,170270
869950,685609
59654584,3427324
134745,39191
3275593,72877496
2887858,3433835
34726,5004319
419884,111616
1264099,18581859
5486389,21288394
176295,37772591
11247099,24516654
29864074,57086651
103232,204685
156269,34191203
39191,229881
62991,30094
31370133,62847935
28323,6391776
56902,36869960
27404407,10048174
82752168,20838718
85438892,96648715
4660275,6391776
119893,31559413
59071,24351052
2965009,40611140
4865287,405837
60961,29879298
8278033,9420872
30430,68460690
66577,4783372
654855,2005841
155238,5408605
1776403,2577440
204321,8515462
