49001742,440349238
11509660,5780416
7237365,659104635
32234660,41889031
27620401,51980455
420065,21394954
32688905,36428094
6804901,31211061
2447371,83821669
1847934,33925906
5152876,294532881
103882,4118920
7246818,117156031
2497195,76474200
49923762,103071520
4408379,94911145
91007713,219291269
2657068,8162615
2109932,428249739
310393,458311001
46163555,140614233
44785097,383940088
2959003,129936360
99261160,634457107
939291,373274891
3837114,87849371
111189,525592995
3782274,1181927
30400950,337322967
22457492,131619646
55058389,128430621
4616906,38581626
11512787,378282555
6065744,306091505
7253840,344332509
3754370,2028724
3717838,17373313
15256660,595315000
17572847,41463886
1062408,42283287
3001957,29028775
30130371,47671127
259697,491883713
1726438,170592186
13387,196414933
1412392,21088356
125690423,170350910
1104661,15823460
475357,73328905
2464966,150330224
34859558,217475193
22009,74499101
7740,3193843
841263,15045751
3699047,327696712
7353520,138597372
5889984,21298446
30958850,2629302
749374,94911145
45832642,203843667
5062495,24727800
13383509,162610309
474794,35732214
17585786,178079595
4560679,654122609
8584418,34695562
9582,1234714
95203,9759448
1863934,453740140
8264887,250510075
42154031,260240241
973550,24195339
11371776,23891194
2000835,80134675
57224,29501260
17563226,91553810
26833433,264818686
3264292,221468226
291575,80342493
1617736,243395141
2811396,27729926
418820,140669486
1326112,399495186
655344,283503342
134745,42912130
5047671,120498971
15989132,6723399
7905502,323665366
588407,27185284
15199031,340402576
323199,45717250
15329494,335088141
11247099,71995937
9714350,117102183
72989,110467581
15100009,615882673
1444314,12888993
720328,112659734
9079960,1864194
876920,294546561
3581352,19961085
2096628,33653601
1203827,60492769
14944147,135363400
11580155,220524743
45469,612230
2100061,330008801
5479063,14620185
93224879,106949285
6932348,156926195
39889,14052034
391987,126412363
4412473,392610935
2367565,50873641
38109,206414745
1829149,298017988
36896360,459025965
54418,106462765
2467194,208102250
5367102,83878269
50911393,582387164
10913471,355360954
18154355,159249114
10986395,185709634
38542602,263503250
15646325,203495630
25613829,80134675
4219965,72717562
9026413,1062572
1478487,55637575
5158436,292835647
42626,2441517
34997667,156498505
38749041,219291269
6961185,1235740
10864441,36891867
29749331,629749002
8855632,608763354
611784,3766706
45370463,110178895
4661658,62446262
5502710,196414933
58739961,145670155
3352707,76599439
13316262,221512407
1142958,101194285
21261007,38632468
7708031,125275487
114954101,46398090
511909,291484700
54836179,23891194
596279,80646423
5486389,86106381
58430298,49970739
5158436,348822769
62991,306701996
213894,3370128
10992860,8077957
143328635,676829188
24653555,436297812
203261,104732438
20051258,196701619
1042418,6201092
62473795,575401013
103882,4095287
4512430,23083156
204321,547806116
31008759,314197645
5382443,54994103
6305260,65214191
3221524,171566590
5873433,11225014
6388272,29933948
2459423,111835796
41358501,204516692
1190097,24998719
1760209,19606299
13494793,24395109
7000710,24560307
6942,157245200
3974108,144496157
30463115,523534328
59480337,270910423
20109646,308444913
41936996,295875994
36927374,89033556
22009,236736020
1419688,94815442
7422273,7634677
30789242,291873770
1477010,445274448
2507935,281189664
13383509,1103607
930215,613567059
81086590,219291269
62991,43723161
32387433,99412308
11089305,170350910
1862641,55906763
25529882,454479855
12907710,460236391
3502351,263727855
1192433,6148317
13496262,84493691
594614,291805291
60205699,378744594
25300639,14176513
5746675,24677392
89321978,671832156
11976694,561960509
3347530,32051890
13127443,245747437
26072277,27729907
11739227,52082254
2043310,133100880
6134406,62341543
83631,2360755
1331477,2666698
832460,341631350
29464607,41881900
354,353364259
15884415,130309267
3118335,136494223
663378,715878832
6952323,598342280
42492540,49876476
45398769,260240241
15654980,120530079
191335,66614524
7125407,7634677
863730,1181927
338316,2609642
29436595,671269505
6961185,150465237
112444,80669528
46528387,135623245
7454015,843222
38230983,144073539
14824964,435480773
19728,2045207
463230,7548986
144675,10994345
2365790,1303538
1497730,2464908
1335270,462597790
5966783,5724990
8186664,183895098
7831895,308638334
1225363,40667593
511909,222118751
46930769,90902132
463230,145865941
125011,53238813
55268212,133100880
1424473,128733562
695473,67828134
864788,124230204
32535939,480217156
3060199,133223461
6324272,3961425
6705160,511242043
5058131,9342529
11801849,323591830
284934,176829714
14846413,279955748
1409219,36653430
1078012,64546309
44545919,33037215
46921893,22855240
2586601,139199684
42851186,250213286
1419688,5298790
4115580,335952417
27620401,52353408
3060199,128479644
5908855,305857083
21316537,117156031
6623388,307260205
41651716,197466539
5878303,444350375
20516055,130961487
9082919,67828134
90851,126412552
357820,324593493
4122866,33884891
20186737,221622743
246103,26730195
45992437,575321313
1945,437485701
14975046,60243197
128338,12745174
7740,128409146
106701836,163346054
210737,119419195
1726438,22855240
19942418,17496194
23423619,498011141
184815,226368338
67764432,160427405
4343461,113932055
67586,29209166
26394656,198819992
803666,14176513
1706326,12972263
991986,14447732
44135271,387786881
705213,425736647
57888764,273244625
26921489,513196750
13284744,188779637
29749331,178976529
4210206,477694383
88318005,190416463
6604151,33352201
88679692,354129853
7237365,382378702
52195,539855084
38375556,219291269
52520497,204380779
3309,8077402
9376684,205613742
1334279,162200234
121870,6763587
59208140,425803244
19196536,92657585
26999792,9185792
336161,66077955
24302614,61403402
3023000,263727855
47294,3431193
86296331,356248265
73419,29126334
16000931,45821540
1577251,47071082
511909,526081371
1509726,462808010
4956234,125155159
12592133,62117812
19869716,23891194
1166785,2700159
2305178,281379981
11981631,92974124
10589913,324593493
19409,99598595
82361606,208728772
1760209,211881876
339286,24349832
31498096,381541563
1190754,53238813
31492422,93444615
41478239,520583586
6849766,678540761
16336606,602366280
16181459,20361729
8268873,311639195
95395832,269393504
40681425,85039965
6496100,136494223
5351546,459025965
96308,80862584
4809037,1318892
1798520,2370458
568063,4455628
2759402,62091339
301846,366664320
8584418,245072514
47313,458058
1243336,48109239
25517624,486815039
216920,5736080
2587585,68964263
1832280,244694174
383386,11526715
32992335,191051391
52824,469267771
4544166,41881900
64505099,475074978
249268,56710511
106916061,511797274
1042418,2168780
22957388,498011141
2180215,187581583
22380829,70107786
765740,148698815
883973,221981891
1309177,523043277
69431456,471728341
3025537,60246359
12700120,87443396
459462,6899875
65193828,355032495
107266340,41300071
8019099,350360184
540757,4890177
3048602,200722670
16439049,89221572
77850077,594155488
37798644,340397165
15324346,387786881
49693820,265122478
1089915,281189664
106829671,499950832
11782833,15634981
7722392,76990209
1550771,145848899
2448634,20884782
11008603,40687563
2151639,168675304
89205663,302112572
934260,133134007
303201,159548561
2796466,67836789
6032823,48904888
620817,71948498
151335,34431834
173918,46251204
3030561,267940560
19598772,37953959
30778939,178626720
17125876,42283287
336161,130013
9798949,221981891
5836855,60561834
2887858,93163073
6461412,41881900
6628631,185861173
21295394,271973616
57888764,205395443
26377630,438886855
35857179,108761645
12229877,8685799
72099621,219291269
77398366,377354200
594614,1863329
1754002,484208174
1533248,6763587
2406506,315951412
806360,3638964
1689183,27352490
99944,63226588
26346867,15019962
6800857,239001792
2931520,41881900
5024695,91629816
35833812,438886855
164197,72495579
1037212,70777180
5447088,21233191
7563158,73328905
47395,101107622
51679588,48117679
30755778,323591830
3989526,62921553
16490766,313853293
20641798,90867899
2492783,175405157
1469319,43613404
64996,101767772
37934724,641504477
204594,143324737
5618424,228925870
1755071,90194616
1711539,254418044
32410611,5410234
1506493,677464
3676859,272492043
904724,251606126
41293484,173529570
2230599,669486760
77991816,197743848
1333958,715605
16440354,76474200
19942418,241248985
177011,569041
549407,107422373
1784781,6763587
4452260,139952333
5232387,292016444
3859395,73461676
17585786,157914823
1166785,482425877
698918,7634677
10119814,145153231
302469,1385122
12020523,135623245
13122796,471494981
73870,89033556
213943,60243197
83657,7386799
5500713,364871330
1638467,164690788
54035,236179694
6324199,67753070
8593673,306091505
11087727,474521466
50911393,449091292
2793282,27729880
8209234,121470383
197404,14346979
46489434,230660669
10372036,252431399
30755778,155220641
10829171,49876476
782193,32873313
73818,462597790
12609561,260240241
61410877,34809191
1743657,226972903
31891223,262296122
5618424,56342508
184731,52281283
16805946,378997214
24582011,72495579
466765,1548202
622227,348060227
3404133,129395002
52520497,685099320
7086117,139664351
79978224,606608861
18553513,297326186
59617782,182849188
2193314,41881900
30819887,180481986
180017,59771425
9376684,545499499
12672732,68460326
22167799,121516035
80041853,170350910
283234,93446113
841263,10247874
16865714,126178683
12861981,178626720
10048174,114619105
9881434,235572844
1365881,70107786
420065,764708
613956,365263843
1973948,261372860
10605811,36946704
11067892,178626720
985347,335164964
9844978,55341469
625793,21244505
1424473,111184073
17885425,113486284
1834413,295992065
24831617,219291269
